fullName,symbol,numOfTransactions,open,high,low,closingPrice,date
"NEPAL FINANCE & SAVING CO. LTD","NFS",355,289,291.9,276.4,278,"2022-08-28"
"NEPAL FINANCE & SAVING CO. LTD","NFS",122,297.9,298,290,291.1,"2022-08-26"
"NEPAL FINANCE & SAVING CO. LTD","NFS",136,303,307,295.1,298,"2022-08-25"
"NEPAL FINANCE & SAVING CO. LTD","NFS",107,309,309,300,303,"2022-08-24"
"NEPAL FINANCE & SAVING CO. LTD","NFS",83,306,307,302,304,"2022-08-23"
"NEPAL FINANCE & SAVING CO. LTD","NFS",168,300,308.2,296.2,306,"2022-08-22"
"NEPAL FINANCE & SAVING CO. LTD","NFS",239,314,317,300,302.1,"2022-08-21"
"NEPAL FINANCE & SAVING CO. LTD","NFS",209,305,312.8,302,308,"2022-08-18"
"NEPAL FINANCE & SAVING CO. LTD","NFS",165,296,308,294,301.9,"2022-08-17"
"NEPAL FINANCE & SAVING CO. LTD","NFS",334,315,319,295,296,"2022-08-16"
"NEPAL FINANCE & SAVING CO. LTD","NFS",349,292,313.1,288,311.1,"2022-08-15"
"NEPAL FINANCE & SAVING CO. LTD","NFS",172,295,300.9,291.1,292,"2022-08-14"
"NEPAL FINANCE & SAVING CO. LTD","NFS",246,306,311.8,292.5,295,"2022-08-11"
"NEPAL FINANCE & SAVING CO. LTD","NFS",297,303,313,298,306,"2022-08-10"
"NEPAL FINANCE & SAVING CO. LTD","NFS",376,312.1,322,304,304,"2022-08-09"
"NEPAL FINANCE & SAVING CO. LTD","NFS",245,322,327.8,312.7,318,"2022-08-08"
"NEPAL FINANCE & SAVING CO. LTD","NFS",342,310.7,332,310.7,321.4,"2022-08-07"
"NEPAL FINANCE & SAVING CO. LTD","NFS",380,328,339,315.1,317,"2022-08-05"
"NEPAL FINANCE & SAVING CO. LTD","NFS",279,336.9,347.9,331.3,334,"2022-08-04"
"NEPAL FINANCE & SAVING CO. LTD","NFS",433,349,349,335.2,343.7,"2022-08-03"
"NEPAL FINANCE & SAVING CO. LTD","NFS",1208,333.2,352,314.1,343.1,"2022-08-02"
"NEPAL FINANCE & SAVING CO. LTD","NFS",234,340,346,324,339.9,"2022-08-01"
"NEPAL FINANCE & SAVING CO. LTD","NFS",262,350,350,338.3,341,"2022-07-31"
"NEPAL FINANCE & SAVING CO. LTD","NFS",124,361,361,341,349,"2022-07-29"
"NEPAL FINANCE & SAVING CO. LTD","NFS",349,347,362,337,354,"2022-07-28"
"NEPAL FINANCE & SAVING CO. LTD","NFS",252,320,355.8,316,346,"2022-07-27"
"NEPAL FINANCE & SAVING CO. LTD","NFS",330,345,347,323.5,325,"2022-07-26"
"NEPAL FINANCE & SAVING CO. LTD","NFS",358,322.2,344.1,322.2,341,"2022-07-25"
"NEPAL FINANCE & SAVING CO. LTD","NFS",195,303,319.1,303,319.1,"2022-07-24"
"NEPAL FINANCE & SAVING CO. LTD","NFS",107,315,316,296,297.5,"2022-07-22"
"NEPAL FINANCE & SAVING CO. LTD","NFS",88,315,315,300,310,"2022-07-21"
