fullName,symbol,numOfTransactions,open,high,low,closingPrice,date
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",137,275,290,273.1,289,"2023-05-18"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",82,271,283.9,269.2,276.5,"2023-05-17"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",83,264.1,276,263.4,274,"2023-05-16"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",67,269,269.9,261.6,268,"2023-05-15"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",61,275.1,275.1,269,270.1,"2023-05-14"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",79,273.4,280,273.4,280,"2023-05-11"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",49,275,282.4,272.1,276.9,"2023-05-10"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",94,269.3,288.5,269.3,276.9,"2023-05-09"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",101,279,285,270.6,273,"2023-05-08"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",64,280,284,280,283,"2023-05-07"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",119,274.5,302.9,274.5,285,"2023-05-04"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",85,280,285,276.2,276.2,"2023-05-03"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",117,288.4,289,280,280.5,"2023-05-02"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",110,291.1,293,289,289.6,"2023-04-30"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",83,294,299,294,295.1,"2023-04-27"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",90,294,302,294,300,"2023-04-26"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",86,292,301.6,292,300,"2023-04-25"
