fullName,symbol,numOfTransactions,open,high,low,closingPrice,date
"Laxmi Sunrise Bank Limited","LSL",106,171.1,175.9,171.1,174,"2023-06-26"
"Laxmi Sunrise Bank Limited","LSL",147,173.2,174.8,170.2,173.8,"2023-06-25"
"Laxmi Sunrise Bank Limited","LSL",132,173,175,170.7,172.8,"2023-06-22"
"Laxmi Sunrise Bank Limited","LSL",113,176,176,173.6,173.6,"2023-06-21"
"Laxmi Sunrise Bank Limited","LSL",78,177,177.9,175,176,"2023-06-20"
"Laxmi Sunrise Bank Limited","LSL",145,181.5,181.5,174,174.5,"2023-06-19"
"Laxmi Sunrise Bank Limited","LSL",119,177.1,180.6,175,178,"2023-06-18"
"Laxmi Sunrise Bank Limited","LSL",75,178,182,177.3,180,"2023-06-15"
"Laxmi Sunrise Bank Limited","LSL",144,175.2,182.2,175.2,180.5,"2023-06-14"
"Laxmi Sunrise Bank Limited","LSL",172,179,180.4,175.1,175.2,"2023-06-13"
"Laxmi Sunrise Bank Limited","LSL",99,178,178,175.2,177.5,"2023-06-12"
"Laxmi Sunrise Bank Limited","LSL",132,175,178,174,177,"2023-06-11"
"Laxmi Sunrise Bank Limited","LSL",137,179,180,174.2,174.2,"2023-06-08"
"Laxmi Sunrise Bank Limited","LSL",83,177,180,176.5,178,"2023-06-07"
"Laxmi Sunrise Bank Limited","LSL",86,178,180.9,176,176.9,"2023-06-06"
"Laxmi Sunrise Bank Limited","LSL",52,181,181,177.8,178,"2023-06-05"
"Laxmi Sunrise Bank Limited","LSL",37,181.2,188.4,177.5,181.4,"2023-06-04"
"Laxmi Sunrise Bank Limited","LSL",62,177.5,177.7,174,177.7,"2023-06-01"
"Laxmi Sunrise Bank Limited","LSL",90,175.4,180,175,175.6,"2023-05-31"
"Laxmi Sunrise Bank Limited","LSL",95,180.1,181,177.2,178,"2023-05-30"
"Laxmi Sunrise Bank Limited","LSL",124,183.5,184.6,181.1,181.5,"2023-05-28"
"Laxmi Sunrise Bank Limited","LSL",103,182.1,184.8,181.1,181.1,"2023-05-24"
"Laxmi Sunrise Bank Limited","LSL",129,182,187.6,180.2,183.4,"2023-05-23"
"Laxmi Sunrise Bank Limited","LSL",84,182.9,182.9,180,182,"2023-05-22"
"Laxmi Sunrise Bank Limited","LSL",114,185,185,181.2,181.2,"2023-05-21"
"Laxmi Sunrise Bank Limited","LSL",106,180,184,180,182,"2023-05-18"
"Laxmi Sunrise Bank Limited","LSL",81,180,181.9,177,178.4,"2023-05-17"
"Laxmi Sunrise Bank Limited","LSL",66,176,182.9,176,179.2,"2023-05-16"
"Laxmi Sunrise Bank Limited","LSL",185,173.7,179,173,176,"2023-05-15"
"Laxmi Sunrise Bank Limited","LSL",286,183.1,183.5,174,174.2,"2023-05-14"
"Laxmi Sunrise Bank Limited","LSL",85,182,185,178.7,180,"2023-05-11"
"Laxmi Sunrise Bank Limited","LSL",36,184.1,184.1,181,181.1,"2023-05-10"
"Laxmi Sunrise Bank Limited","LSL",78,183.6,185,180.1,180.5,"2023-05-09"
